"TIME","GEO","UNIT","VEHICLE","Value","Flag and Footnotes"
"2014","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","93,918","d"
"2015","Belgium","Millions of passenger-kilometres","Total",":",""
"2015","Belgium","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Belgium","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Bulgaria","Millions of passenger-kilometres","Total","10,017.8",""
"2015","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","10,017.8",""
"2015","Czechia","Millions of passenger-kilometres","Total","84,829",""
"2015","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Czechia","Millions of passenger-kilometres","Passenger cars","69,705",""
"2015","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","15,124","d"
"2015","Denmark","Millions of passenger-kilometres","Total","70,962",""
"2015","Denmark","Millions of passenger-kilometres","Motorcycles","480",""
"2015","Denmark","Millions of passenger-kilometres","Passenger cars","56,692",""
"2015","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","13,790",""
"2015","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total","1,027,500",""
"2015","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles","12,865",""
"2015","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars","932,864",""
"2015","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","81,771",""
"2015","Estonia","Millions of passenger-kilometres","Total",":",""
"2015","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,359","d"
"2015","Ireland","Millions of passenger-kilometres","Total",":",""
"2015","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Greece","Millions of passenger-kilometres","Total",":",""
"2015","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Spain","Millions of passenger-kilometres","Total","366,092","d"
"2015","Spain","Millions of passenger-kilometres","Motorcycles","2,150","d"
"2015","Spain","Millions of passenger-kilometres","Passenger cars","317,553","d"
"2015","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","46,389","d"
"2015","France","Millions of passenger-kilometres","Total","795,331",""
"2015","France","Millions of passenger-kilometres","Motorcycles","13,932",""
"2015","France","Millions of passenger-kilometres","Passenger cars","722,859",""
"2015","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","58,540",""
"2015","Croatia","Millions of passenger-kilometres","Total","31,171",""
"2015","Croatia","Millions of passenger-kilometres","Motorcycles","1,401",""
"2015","Croatia","Millions of passenger-kilometres","Passenger cars","26,393",""
"2015","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,377","d"
"2015","Italy","Millions of passenger-kilometres","Total","820,184",""
"2015","Italy","Millions of passenger-kilometres","Motorcycles","41,326",""
"2015","Italy","Millions of passenger-kilometres","Passenger cars","676,350",""
"2015","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","102,508",""
"2015","Latvia","Millions of passenger-kilometres","Total","16,190",""
"2015","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Latvia","Millions of passenger-kilometres","Passenger cars","13,542.6",""
"2015","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,647.4",""
"2015","Lithuania","Millions of passenger-kilometres","Total","27,780.5","d"
"2015","Lithuania","Millions of passenger-kilometres","Motorcycles","169.9",""
"2015","Lithuania","Millions of passenger-kilometres","Passenger cars","24,865",""
"2015","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,745.6",""
"2015","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2015","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Hungary","Millions of passenger-kilometres","Total",":",""
"2015","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Hungary","Millions of passenger-kilometres","Passenger cars","54,603",""
"2015","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","16,398.7","d"
"2015","Netherlands","Millions of passenger-kilometres","Total",":",""
"2015","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Netherlands","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Austria","Millions of passenger-kilometres","Total","90,630",""
"2015","Austria","Millions of passenger-kilometres","Motorcycles","2,366",""
"2015","Austria","Millions of passenger-kilometres","Passenger cars","78,347",""
"2015","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","9,917",""
"2015","Poland","Millions of passenger-kilometres","Total","243,346",""
"2015","Poland","Millions of passenger-kilometres","Motorcycles","3,703",""
"2015","Poland","Millions of passenger-kilometres","Passenger cars","202,063",""
"2015","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","37,580",""
"2015","Portugal","Millions of passenger-kilometres","Total",":",""
"2015","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,463",""
"2015","Romania","Millions of passenger-kilometres","Total","17,471",""
"2015","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Slovenia","Millions of passenger-kilometres","Total",":",""
"2015","Slovenia","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Slovenia","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Slovakia","Millions of passenger-kilometres","Total","5,804",""
"2015","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Finland","Millions of passenger-kilometres","Total","74,996",""
"2015","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2015","Finland","Millions of passenger-kilometres","Passenger cars","66,295",""
"2015","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","7,540",""
"2015","Sweden","Millions of passenger-kilometres","Total",":",""
"2015","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","United Kingdom","Millions of passenger-kilometres","Total","699,338","d"
"2015","United Kingdom","Millions of passenger-kilometres","Motorcycles","4,801","d"
"2015","United Kingdom","Millions of passenger-kilometres","Passenger cars","655,169","d"
"2015","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","39,368","d"
"2015","Iceland","Millions of passenger-kilometres","Total",":",""
"2015","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2015","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","Norway","Millions of passenger-kilometres","Total",":",""
"2015","Norway","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Norway","Millions of passenger-kilometres","Passenger cars",":",""
"2015","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","4,089","d"
"2015","Switzerland","Millions of passenger-kilometres","Total",":",""
"2015","Switzerland","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Switzerland","Millions of passenger-kilometres","Passenger cars","76,319",""
"2015","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2015","North Macedonia","Millions of passenger-kilometres","Total","9,263",""
"2015","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2015","North Macedonia","Millions of passenger-kilometres","Passenger cars","6,987","d"
"2015","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,276",""
"2015","Turkey","Millions of passenger-kilometres","Total","290,734","d"
"2015","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2015","Turkey","Millions of passenger-kilometres","Passenger cars","199,895","d"
"2015","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","90,839","d"
"2016","Belgium","Millions of passenger-kilometres","Total",":",""
"2016","Belgium","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Belgium","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Bulgaria","Millions of passenger-kilometres","Total","9,548.6",""
"2016","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","9,548.6",""
"2016","Czechia","Millions of passenger-kilometres","Total","87,257",""
"2016","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Czechia","Millions of passenger-kilometres","Passenger cars","72,255",""
"2016","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","15,002","d"
"2016","Denmark","Millions of passenger-kilometres","Total","73,393",""
"2016","Denmark","Millions of passenger-kilometres","Motorcycles","488",""
"2016","Denmark","Millions of passenger-kilometres","Passenger cars","58,781",""
"2016","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","14,124",""
"2016","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total","1,048,003",""
"2016","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles","13,127",""
"2016","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars","952,332",""
"2016","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","82,544",""
"2016","Estonia","Millions of passenger-kilometres","Total",":",""
"2016","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,938",""
"2016","Ireland","Millions of passenger-kilometres","Total",":",""
"2016","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Greece","Millions of passenger-kilometres","Total",":",""
"2016","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Spain","Millions of passenger-kilometres","Total",":",""
"2016","Spain","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Spain","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","France","Millions of passenger-kilometres","Total","813,199",""
"2016","France","Millions of passenger-kilometres","Motorcycles","13,932",""
"2016","France","Millions of passenger-kilometres","Passenger cars","740,354",""
"2016","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","58,913",""
"2016","Croatia","Millions of passenger-kilometres","Total","31,455",""
"2016","Croatia","Millions of passenger-kilometres","Motorcycles","1,472",""
"2016","Croatia","Millions of passenger-kilometres","Passenger cars","26,181",""
"2016","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,802","d"
"2016","Italy","Millions of passenger-kilometres","Total","847,244",""
"2016","Italy","Millions of passenger-kilometres","Motorcycles","40,389",""
"2016","Italy","Millions of passenger-kilometres","Passenger cars","704,542",""
"2016","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","102,313",""
"2016","Latvia","Millions of passenger-kilometres","Total","16,478.8",""
"2016","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Latvia","Millions of passenger-kilometres","Passenger cars","13,898.8",""
"2016","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,580",""
"2016","Lithuania","Millions of passenger-kilometres","Total","28,674",""
"2016","Lithuania","Millions of passenger-kilometres","Motorcycles","188.9",""
"2016","Lithuania","Millions of passenger-kilometres","Passenger cars","25,853.8",""
"2016","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,631.3",""
"2016","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2016","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Hungary","Millions of passenger-kilometres","Total",":",""
"2016","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Hungary","Millions of passenger-kilometres","Passenger cars","57,354",""
"2016","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Netherlands","Millions of passenger-kilometres","Total",":",""
"2016","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Netherlands","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Austria","Millions of passenger-kilometres","Total","93,090",""
"2016","Austria","Millions of passenger-kilometres","Motorcycles","2,418",""
"2016","Austria","Millions of passenger-kilometres","Passenger cars","80,444",""
"2016","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","10,227",""
"2016","Poland","Millions of passenger-kilometres","Total","254,262",""
"2016","Poland","Millions of passenger-kilometres","Motorcycles","4,170",""
"2016","Poland","Millions of passenger-kilometres","Passenger cars","213,318",""
"2016","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","36,774",""
"2016","Portugal","Millions of passenger-kilometres","Total",":",""
"2016","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,303",""
"2016","Romania","Millions of passenger-kilometres","Total",":",""
"2016","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Slovenia","Millions of passenger-kilometres","Total",":",""
"2016","Slovenia","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Slovenia","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Slovakia","Millions of passenger-kilometres","Total","5,987",""
"2016","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Finland","Millions of passenger-kilometres","Total","66,422",""
"2016","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2016","Finland","Millions of passenger-kilometres","Passenger cars","57,006",""
"2016","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,255",""
"2016","Sweden","Millions of passenger-kilometres","Total",":",""
"2016","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","United Kingdom","Millions of passenger-kilometres","Total","706,769","d"
"2016","United Kingdom","Millions of passenger-kilometres","Motorcycles","4,879","d"
"2016","United Kingdom","Millions of passenger-kilometres","Passenger cars","667,526","d"
"2016","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","34,364","d"
"2016","Iceland","Millions of passenger-kilometres","Total",":",""
"2016","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2016","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Norway","Millions of passenger-kilometres","Total",":",""
"2016","Norway","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Norway","Millions of passenger-kilometres","Passenger cars",":",""
"2016","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","Switzerland","Millions of passenger-kilometres","Total",":",""
"2016","Switzerland","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Switzerland","Millions of passenger-kilometres","Passenger cars","77,644",""
"2016","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2016","North Macedonia","Millions of passenger-kilometres","Total","9,261",""
"2016","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2016","North Macedonia","Millions of passenger-kilometres","Passenger cars","7,192","d"
"2016","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,069",""
"2016","Turkey","Millions of passenger-kilometres","Total","300,852","d"
"2016","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2016","Turkey","Millions of passenger-kilometres","Passenger cars","213,853","d"
"2016","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","86,999","d"
"2017","Belgium","Millions of passenger-kilometres","Total",":",""
"2017","Belgium","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Belgium","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Bulgaria","Millions of passenger-kilometres","Total","8,916.9",""
"2017","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,916.9",""
"2017","Czechia","Millions of passenger-kilometres","Total","90,049",""
"2017","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Czechia","Millions of passenger-kilometres","Passenger cars","74,327",""
"2017","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","15,722","d"
"2017","Denmark","Millions of passenger-kilometres","Total","74,468",""
"2017","Denmark","Millions of passenger-kilometres","Motorcycles","496",""
"2017","Denmark","Millions of passenger-kilometres","Passenger cars","59,736",""
"2017","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","14,236",""
"2017","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total","1,015,350",""
"2017","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles","12,912",""
"2017","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars","922,738",""
"2017","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","79,700",""
"2017","Estonia","Millions of passenger-kilometres","Total",":",""
"2017","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,869",""
"2017","Ireland","Millions of passenger-kilometres","Total",":",""
"2017","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Greece","Millions of passenger-kilometres","Total",":",""
"2017","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Spain","Millions of passenger-kilometres","Total",":",""
"2017","Spain","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Spain","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","France","Millions of passenger-kilometres","Total","815,421",""
"2017","France","Millions of passenger-kilometres","Motorcycles","13,932",""
"2017","France","Millions of passenger-kilometres","Passenger cars","743,355",""
"2017","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","58,134",""
"2017","Croatia","Millions of passenger-kilometres","Total","31,862",""
"2017","Croatia","Millions of passenger-kilometres","Motorcycles","1,523",""
"2017","Croatia","Millions of passenger-kilometres","Passenger cars","26,189",""
"2017","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","4,150","d"
"2017","Italy","Millions of passenger-kilometres","Total","885,458",""
"2017","Italy","Millions of passenger-kilometres","Motorcycles","37,860",""
"2017","Italy","Millions of passenger-kilometres","Passenger cars","744,919",""
"2017","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","102,679",""
"2017","Latvia","Millions of passenger-kilometres","Total","17,509",""
"2017","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Latvia","Millions of passenger-kilometres","Passenger cars","14,978.9",""
"2017","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,530.1",""
"2017","Lithuania","Millions of passenger-kilometres","Total","34,392",""
"2017","Lithuania","Millions of passenger-kilometres","Motorcycles","290.9",""
"2017","Lithuania","Millions of passenger-kilometres","Passenger cars","31,361.4",""
"2017","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,739.7",""
"2017","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2017","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Hungary","Millions of passenger-kilometres","Total",":",""
"2017","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Hungary","Millions of passenger-kilometres","Passenger cars","60,645",""
"2017","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Netherlands","Millions of passenger-kilometres","Total","194,200",""
"2017","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Netherlands","Millions of passenger-kilometres","Passenger cars","138,700",""
"2017","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Austria","Millions of passenger-kilometres","Total","94,757",""
"2017","Austria","Millions of passenger-kilometres","Motorcycles","2,467",""
"2017","Austria","Millions of passenger-kilometres","Passenger cars","81,795",""
"2017","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","10,495",""
"2017","Poland","Millions of passenger-kilometres","Total",":",""
"2017","Poland","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Poland","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Portugal","Millions of passenger-kilometres","Total",":",""
"2017","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","6,221.8",""
"2017","Romania","Millions of passenger-kilometres","Total",":",""
"2017","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Slovenia","Millions of passenger-kilometres","Total","10,955",""
"2017","Slovenia","Millions of passenger-kilometres","Motorcycles","54",""
"2017","Slovenia","Millions of passenger-kilometres","Passenger cars","10,213",""
"2017","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","688",""
"2017","Slovakia","Millions of passenger-kilometres","Total","5,356",""
"2017","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Finland","Millions of passenger-kilometres","Total","76,002",""
"2017","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2017","Finland","Millions of passenger-kilometres","Passenger cars","66,607",""
"2017","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,234",""
"2017","Sweden","Millions of passenger-kilometres","Total",":",""
"2017","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","United Kingdom","Millions of passenger-kilometres","Total",":",""
"2017","United Kingdom","Millions of passenger-kilometres","Motorcycles",":",""
"2017","United Kingdom","Millions of passenger-kilometres","Passenger cars",":",""
"2017","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Iceland","Millions of passenger-kilometres","Total",":",""
"2017","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2017","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Norway","Millions of passenger-kilometres","Total",":",""
"2017","Norway","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Norway","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","Switzerland","Millions of passenger-kilometres","Total",":",""
"2017","Switzerland","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Switzerland","Millions of passenger-kilometres","Passenger cars","78,765",""
"2017","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2017","North Macedonia","Millions of passenger-kilometres","Total","9,261",""
"2017","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2017","North Macedonia","Millions of passenger-kilometres","Passenger cars","7,192",""
"2017","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,069",""
"2017","Turkey","Millions of passenger-kilometres","Total","314,734","d"
"2017","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2017","Turkey","Millions of passenger-kilometres","Passenger cars",":",""
"2017","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2018","Belgium","Millions of passenger-kilometres","Total",":",""
"2018","Belgium","Millions of passenger-kilometres","Motorcycles",":",""
"2018","Belgium","Millions of passenger-kilometres","Passenger cars",":",""
