"TIME","GEO","UNIT","VEHICLE","Value","Flag and Footnotes"
"2011","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","95,334",""
"2012","Belgium","Millions of passenger-kilometres","Total","135,070",""
"2012","Belgium","Millions of passenger-kilometres","Motorcycles","1,280",""
"2012","Belgium","Millions of passenger-kilometres","Passenger cars","115,880",""
"2012","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","17,910",""
"2012","Bulgaria","Millions of passenger-kilometres","Total","8,949.9",""
"2012","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,949.9","d"
"2012","Czechia","Millions of passenger-kilometres","Total","78,719",""
"2012","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Czechia","Millions of passenger-kilometres","Passenger cars","64,260",""
"2012","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","14,459","d"
"2012","Denmark","Millions of passenger-kilometres","Total",":",""
"2012","Denmark","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Denmark","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total","990,582",""
"2012","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles","12,118",""
"2012","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars","902,445",""
"2012","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","76,019",""
"2012","Estonia","Millions of passenger-kilometres","Total",":",""
"2012","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","1,881.3",""
"2012","Ireland","Millions of passenger-kilometres","Total",":",""
"2012","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Greece","Millions of passenger-kilometres","Total",":",""
"2012","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Spain","Millions of passenger-kilometres","Total","377,544","d"
"2012","Spain","Millions of passenger-kilometres","Motorcycles","1,968","d"
"2012","Spain","Millions of passenger-kilometres","Passenger cars","321,045","d"
"2012","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","54,531","d"
"2012","France","Millions of passenger-kilometres","Total","866,611",""
"2012","France","Millions of passenger-kilometres","Motorcycles",":",""
"2012","France","Millions of passenger-kilometres","Passenger cars","814,994",""
"2012","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","51,617",""
"2012","Croatia","Millions of passenger-kilometres","Total","30,586",""
"2012","Croatia","Millions of passenger-kilometres","Motorcycles","1,190",""
"2012","Croatia","Millions of passenger-kilometres","Passenger cars","26,147",""
"2012","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,249","d"
"2012","Italy","Millions of passenger-kilometres","Total","728,482",""
"2012","Italy","Millions of passenger-kilometres","Motorcycles","42,015",""
"2012","Italy","Millions of passenger-kilometres","Passenger cars","578,668",""
"2012","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","107,799",""
"2012","Latvia","Millions of passenger-kilometres","Total","14,277.2",""
"2012","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Latvia","Millions of passenger-kilometres","Passenger cars","11,528",""
"2012","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,749.2",""
"2012","Lithuania","Millions of passenger-kilometres","Total","37,257.4",""
"2012","Lithuania","Millions of passenger-kilometres","Motorcycles","331.7",""
"2012","Lithuania","Millions of passenger-kilometres","Passenger cars","34,191.4",""
"2012","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,734.3",""
"2012","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2012","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Hungary","Millions of passenger-kilometres","Total",":",""
"2012","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Hungary","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Netherlands","Millions of passenger-kilometres","Total",":",""
"2012","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Netherlands","Millions of passenger-kilometres","Passenger cars","144,400",""
"2012","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,300",""
"2012","Austria","Millions of passenger-kilometres","Total","85,369","d"
"2012","Austria","Millions of passenger-kilometres","Motorcycles","1,722",""
"2012","Austria","Millions of passenger-kilometres","Passenger cars","74,153",""
"2012","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","9,494",""
"2012","Poland","Millions of passenger-kilometres","Total","232,456",""
"2012","Poland","Millions of passenger-kilometres","Motorcycles","3,713",""
"2012","Poland","Millions of passenger-kilometres","Passenger cars","189,324",""
"2012","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","39,419",""
"2012","Portugal","Millions of passenger-kilometres","Total",":",""
"2012","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","4,847","d"
"2012","Romania","Millions of passenger-kilometres","Total","16,901",""
"2012","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Slovenia","Millions of passenger-kilometres","Total",":",""
"2012","Slovenia","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Slovenia","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Slovakia","Millions of passenger-kilometres","Total","5,211.9",""
"2012","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,211.9",""
"2012","Finland","Millions of passenger-kilometres","Total","73,971",""
"2012","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2012","Finland","Millions of passenger-kilometres","Passenger cars","65,270",""
"2012","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","7,540",""
"2012","Sweden","Millions of passenger-kilometres","Total",":",""
"2012","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","United Kingdom","Millions of passenger-kilometres","Total","694,319","d"
"2012","United Kingdom","Millions of passenger-kilometres","Motorcycles","4,872","d"
"2012","United Kingdom","Millions of passenger-kilometres","Passenger cars","647,221","d"
"2012","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","42,226","d"
"2012","Iceland","Millions of passenger-kilometres","Total",":",""
"2012","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2012","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2012","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2012","Norway","Millions of passenger-kilometres","Total","65,934",""
"2012","Norway","Millions of passenger-kilometres","Motorcycles","1,442",""
"2012","Norway","Millions of passenger-kilometres","Passenger cars","60,704",""
"2012","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,788","d"
"2012","Switzerland","Millions of passenger-kilometres","Total","94,893",""
"2012","Switzerland","Millions of passenger-kilometres","Motorcycles","2,535","d"
"2012","Switzerland","Millions of passenger-kilometres","Passenger cars","74,808","d"
"2012","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,707",""
"2012","North Macedonia","Millions of passenger-kilometres","Total","1,403",""
"2012","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2012","North Macedonia","Millions of passenger-kilometres","Passenger cars",":",""
"2012","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","1,403",""
"2012","Turkey","Millions of passenger-kilometres","Total","258,874",""
"2012","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2012","Turkey","Millions of passenger-kilometres","Passenger cars","162,315",""
"2012","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","96,559",""
"2013","Belgium","Millions of passenger-kilometres","Total","132,615",""
"2013","Belgium","Millions of passenger-kilometres","Motorcycles","1,254",""
"2013","Belgium","Millions of passenger-kilometres","Passenger cars","109,845",""
"2013","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","21,516",""
"2013","Bulgaria","Millions of passenger-kilometres","Total","8,666.6",""
"2013","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","8,666.6",""
"2013","Czechia","Millions of passenger-kilometres","Total","79,382",""
"2013","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Czechia","Millions of passenger-kilometres","Passenger cars","64,650",""
"2013","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","14,732","d"
"2013","Denmark","Millions of passenger-kilometres","Total","66,794",""
"2013","Denmark","Millions of passenger-kilometres","Motorcycles","473",""
"2013","Denmark","Millions of passenger-kilometres","Passenger cars","52,559",""
"2013","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","13,762",""
"2013","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total","998,566",""
"2013","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles","12,337",""
"2013","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars","909,083",""
"2013","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","77,146",""
"2013","Estonia","Millions of passenger-kilometres","Total",":",""
"2013","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","1,929.6","d"
"2013","Ireland","Millions of passenger-kilometres","Total",":",""
"2013","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Greece","Millions of passenger-kilometres","Total",":",""
"2013","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Spain","Millions of passenger-kilometres","Total","370,310","d"
"2013","Spain","Millions of passenger-kilometres","Motorcycles","1,937","d"
"2013","Spain","Millions of passenger-kilometres","Passenger cars","316,539","d"
"2013","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","51,834","d"
"2013","France","Millions of passenger-kilometres","Total","782,398",""
"2013","France","Millions of passenger-kilometres","Motorcycles","13,932",""
"2013","France","Millions of passenger-kilometres","Passenger cars","699,016",""
"2013","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","69,450",""
"2013","Croatia","Millions of passenger-kilometres","Total","30,859",""
"2013","Croatia","Millions of passenger-kilometres","Motorcycles","1,207",""
"2013","Croatia","Millions of passenger-kilometres","Passenger cars","26,145",""
"2013","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,507","d"
"2013","Italy","Millions of passenger-kilometres","Total","770,590",""
"2013","Italy","Millions of passenger-kilometres","Motorcycles","40,729",""
"2013","Italy","Millions of passenger-kilometres","Passenger cars","620,368",""
"2013","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","109,493",""
"2013","Latvia","Millions of passenger-kilometres","Total","14,465.9",""
"2013","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Latvia","Millions of passenger-kilometres","Passenger cars","11,733.4",""
"2013","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,732.5",""
"2013","Lithuania","Millions of passenger-kilometres","Total","36,451.3",""
"2013","Lithuania","Millions of passenger-kilometres","Motorcycles","279.2",""
"2013","Lithuania","Millions of passenger-kilometres","Passenger cars","33,324.8",""
"2013","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,847.3",""
"2013","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2013","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Hungary","Millions of passenger-kilometres","Total",":",""
"2013","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Hungary","Millions of passenger-kilometres","Passenger cars","51,823",""
"2013","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","16,242","d"
"2013","Netherlands","Millions of passenger-kilometres","Total","199,500",""
"2013","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Netherlands","Millions of passenger-kilometres","Passenger cars","145,400",""
"2013","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Austria","Millions of passenger-kilometres","Total","86,132",""
"2013","Austria","Millions of passenger-kilometres","Motorcycles","1,778",""
"2013","Austria","Millions of passenger-kilometres","Passenger cars","74,837",""
"2013","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","9,517",""
"2013","Poland","Millions of passenger-kilometres","Total","235,205",""
"2013","Poland","Millions of passenger-kilometres","Motorcycles","4,088",""
"2013","Poland","Millions of passenger-kilometres","Passenger cars","193,336",""
"2013","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","37,781",""
"2013","Portugal","Millions of passenger-kilometres","Total",":",""
"2013","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","4,781","d"
"2013","Romania","Millions of passenger-kilometres","Total","17,082",""
"2013","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Slovenia","Millions of passenger-kilometres","Total",":",""
"2013","Slovenia","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Slovenia","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Slovakia","Millions of passenger-kilometres","Total","5,114.7",""
"2013","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,114.7",""
"2013","Finland","Millions of passenger-kilometres","Total","73,816",""
"2013","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2013","Finland","Millions of passenger-kilometres","Passenger cars","65,115",""
"2013","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","7,540",""
"2013","Sweden","Millions of passenger-kilometres","Total",":",""
"2013","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","United Kingdom","Millions of passenger-kilometres","Total","686,843","d"
"2013","United Kingdom","Millions of passenger-kilometres","Motorcycles","4,693","d"
"2013","United Kingdom","Millions of passenger-kilometres","Passenger cars","641,769","d"
"2013","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","40,381","d"
"2013","Iceland","Millions of passenger-kilometres","Total",":",""
"2013","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2013","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2013","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2013","Norway","Millions of passenger-kilometres","Total","66,729",""
"2013","Norway","Millions of passenger-kilometres","Motorcycles","1,478",""
"2013","Norway","Millions of passenger-kilometres","Passenger cars","61,513",""
"2013","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,738",""
"2013","Switzerland","Millions of passenger-kilometres","Total","86,907",""
"2013","Switzerland","Millions of passenger-kilometres","Motorcycles","2,565",""
"2013","Switzerland","Millions of passenger-kilometres","Passenger cars","75,359","d"
"2013","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,775",""
"2013","North Macedonia","Millions of passenger-kilometres","Total","8,024",""
"2013","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2013","North Macedonia","Millions of passenger-kilometres","Passenger cars","6,341","d"
"2013","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","1,603",""
"2013","Turkey","Millions of passenger-kilometres","Total","268,168","d"
"2013","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2013","Turkey","Millions of passenger-kilometres","Passenger cars","173,332","d"
"2013","Turkey","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","94,846","d"
"2014","Belgium","Millions of passenger-kilometres","Total",":",""
"2014","Belgium","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Belgium","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Belgium","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Bulgaria","Millions of passenger-kilometres","Total","9,919.7",""
"2014","Bulgaria","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Bulgaria","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Bulgaria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","9,919.7",""
"2014","Czechia","Millions of passenger-kilometres","Total",":",""
"2014","Czechia","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Czechia","Millions of passenger-kilometres","Passenger cars","66,260",""
"2014","Czechia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Denmark","Millions of passenger-kilometres","Total","68,140",""
"2014","Denmark","Millions of passenger-kilometres","Motorcycles","476",""
"2014","Denmark","Millions of passenger-kilometres","Passenger cars","54,064",""
"2014","Denmark","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","13,600",""
"2014","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Total","1,013,748",""
"2014","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motorcycles","12,612",""
"2014","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Passenger cars","922,345",""
"2014","Germany (until 1990 former territory of the FRG)","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","78,791",""
"2014","Estonia","Millions of passenger-kilometres","Total",":",""
"2014","Estonia","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Estonia","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Estonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","1,975.75","d"
"2014","Ireland","Millions of passenger-kilometres","Total",":",""
"2014","Ireland","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Ireland","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Ireland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Greece","Millions of passenger-kilometres","Total",":",""
"2014","Greece","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Greece","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Greece","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Spain","Millions of passenger-kilometres","Total","350,393","d"
"2014","Spain","Millions of passenger-kilometres","Motorcycles","2,221","d"
"2014","Spain","Millions of passenger-kilometres","Passenger cars","308,704","d"
"2014","Spain","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","39,469","d"
"2014","France","Millions of passenger-kilometres","Total","790,856",""
"2014","France","Millions of passenger-kilometres","Motorcycles","13,932",""
"2014","France","Millions of passenger-kilometres","Passenger cars","706,944",""
"2014","France","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","69,980",""
"2014","Croatia","Millions of passenger-kilometres","Total","30,962",""
"2014","Croatia","Millions of passenger-kilometres","Motorcycles","1,257",""
"2014","Croatia","Millions of passenger-kilometres","Passenger cars","26,057",""
"2014","Croatia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,648","d"
"2014","Italy","Millions of passenger-kilometres","Total","787,387",""
"2014","Italy","Millions of passenger-kilometres","Motorcycles","41,661",""
"2014","Italy","Millions of passenger-kilometres","Passenger cars","642,920",""
"2014","Italy","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","102,806",""
"2014","Latvia","Millions of passenger-kilometres","Total","15,346.3",""
"2014","Latvia","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Latvia","Millions of passenger-kilometres","Passenger cars","12,625.8",""
"2014","Latvia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,720.5",""
"2014","Lithuania","Millions of passenger-kilometres","Total","27,486.3","d"
"2014","Lithuania","Millions of passenger-kilometres","Motorcycles","146.9",""
"2014","Lithuania","Millions of passenger-kilometres","Passenger cars","24,366.1",""
"2014","Lithuania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,973.3",""
"2014","Luxembourg","Millions of passenger-kilometres","Total",":",""
"2014","Luxembourg","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Luxembourg","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Luxembourg","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Hungary","Millions of passenger-kilometres","Total",":",""
"2014","Hungary","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Hungary","Millions of passenger-kilometres","Passenger cars","52,722",""
"2014","Hungary","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","16,388.56","d"
"2014","Netherlands","Millions of passenger-kilometres","Total",":",""
"2014","Netherlands","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Netherlands","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Netherlands","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Austria","Millions of passenger-kilometres","Total","88,690",""
"2014","Austria","Millions of passenger-kilometres","Motorcycles","2,328",""
"2014","Austria","Millions of passenger-kilometres","Passenger cars","76,594",""
"2014","Austria","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","9,768",""
"2014","Poland","Millions of passenger-kilometres","Total","240,068",""
"2014","Poland","Millions of passenger-kilometres","Motorcycles","3,878",""
"2014","Poland","Millions of passenger-kilometres","Passenger cars","197,032",""
"2014","Poland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","39,158",""
"2014","Portugal","Millions of passenger-kilometres","Total",":",""
"2014","Portugal","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Portugal","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Portugal","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","4,409","d"
"2014","Romania","Millions of passenger-kilometres","Total","18,339",""
"2014","Romania","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Romania","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Romania","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Slovenia","Millions of passenger-kilometres","Total",":",""
"2014","Slovenia","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Slovenia","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Slovenia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Slovakia","Millions of passenger-kilometres","Total","5,304",""
"2014","Slovakia","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Slovakia","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Slovakia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","5,304",""
"2014","Finland","Millions of passenger-kilometres","Total","74,221",""
"2014","Finland","Millions of passenger-kilometres","Motorcycles","1,161",""
"2014","Finland","Millions of passenger-kilometres","Passenger cars","65,520",""
"2014","Finland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","7,540",""
"2014","Sweden","Millions of passenger-kilometres","Total",":",""
"2014","Sweden","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Sweden","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Sweden","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","United Kingdom","Millions of passenger-kilometres","Total","698,779","d"
"2014","United Kingdom","Millions of passenger-kilometres","Motorcycles","4,786","d"
"2014","United Kingdom","Millions of passenger-kilometres","Passenger cars","654,375","d"
"2014","United Kingdom","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","39,618","d"
"2014","Iceland","Millions of passenger-kilometres","Total",":",""
"2014","Iceland","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Iceland","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Iceland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Liechtenstein","Millions of passenger-kilometres","Total",":",""
"2014","Liechtenstein","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Liechtenstein","Millions of passenger-kilometres","Passenger cars",":",""
"2014","Liechtenstein","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","Norway","Millions of passenger-kilometres","Total","68,786",""
"2014","Norway","Millions of passenger-kilometres","Motorcycles","1,513",""
"2014","Norway","Millions of passenger-kilometres","Passenger cars","63,480","d"
"2014","Norway","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","3,793",""
"2014","Switzerland","Millions of passenger-kilometres","Total",":",""
"2014","Switzerland","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Switzerland","Millions of passenger-kilometres","Passenger cars","75,818","d"
"2014","Switzerland","Millions of passenger-kilometres","Motor coaches, buses and trolley buses",":",""
"2014","North Macedonia","Millions of passenger-kilometres","Total","9,323",""
"2014","North Macedonia","Millions of passenger-kilometres","Motorcycles",":",""
"2014","North Macedonia","Millions of passenger-kilometres","Passenger cars","6,769",""
"2014","North Macedonia","Millions of passenger-kilometres","Motor coaches, buses and trolley buses","2,474",""
"2014","Turkey","Millions of passenger-kilometres","Total","276,073","d"
"2014","Turkey","Millions of passenger-kilometres","Motorcycles",":",""
"2014","Turkey","Millions of passenger-kilometres","Passenger cars","182,155","d"
